"","SampleCode","Sampled_Date_Time","Field_ID","Blank1","Depth","Blank2","Matrix_Type","Sample_Type","Parent_Sample","Blank3","SDG","Lab_Name","Lab_SampleID","Lab_Comments","Lab_Report_Number"
"1","24-09915_34091","6/7/2024","AS-IN",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34091",NA,"24-09915"
"2","24-09915_34091","6/7/2024","AS-IN",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34091",NA,"24-09915"
"3","24-09915_34091","6/7/2024","AS-IN",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34091",NA,"24-09915"
"4","24-09915_34091","6/7/2024","AS-IN",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34091",NA,"24-09915"
"5","24-09915_34092","6/7/2024","AS-OUT",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34092",NA,"24-09915"
"6","24-09915_34092","6/7/2024","AS-OUT",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34092",NA,"24-09915"
"7","24-09915_34092","6/7/2024","AS-OUT",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34092",NA,"24-09915"
"8","24-09915_34092","6/7/2024","AS-OUT",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34092",NA,"24-09915"
"9","24-09915_34093","6/7/2024","AS-IN_QA",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34093",NA,"24-09915"
"10","24-09915_34093","6/7/2024","AS-IN_QA",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34093",NA,"24-09915"
"11","24-09915_34093","6/7/2024","AS-IN_QA",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34093",NA,"24-09915"
"12","24-09915_34093","6/7/2024","AS-IN_QA",NA,NA,NA,"Water","Normal","",NA,NA,"Exact Scientific","24-09915_34093",NA,"24-09915"
"13","24-09915_OC3-2024-14_BLK","6/10/2024","OC3-2024-14_BLK",NA,NA,NA,"Water","MB","",NA,NA,"Exact Scientific","OC3-2024-14_BLK",NA,"24-09915"
"14","24-09915_OC3-2024-14_LFB","6/10/2024","OC3-2024-14_LFB",NA,NA,NA,"Water","LCS","",NA,NA,"Exact Scientific","OC3-2024-14_LFB",NA,"24-09915"
"15","24-09915_OC3-2024-14_DUP","6/10/2024","OC3-2024-14_DUP",NA,NA,NA,"Water","LAB_D","24-09915_34093",NA,NA,"Exact Scientific","OC3-2024-14_DUP",NA,"24-09915"
"16","24-09915_MBMF-240607_BLK","6/7/2024","MBMF-240607_BLK",NA,NA,NA,"Water","MB","",NA,NA,"Exact Scientific","MBMF-240607_BLK",NA,"24-09915"
