"","SampleCode","Sampled_Date_Time","Field_ID","Blank1","Depth","Blank2","Matrix_Type","Sample_Type","Parent_Sample","Blank3","SDG","Lab_Name","Lab_SampleID","Lab_Comments","Lab_Report_Number"
"24","24E0465_24E0465-03","5/18/2024 15:21","AS-OUT",NA,NA,NA,"Water","Normal","                    ",NA,Inf,"ARL","24E0465-03",NA,"24E0465"
"25","24E0465_24E0465-04","5/18/2024 15:21","AS-OUT",NA,NA,NA,"Water","Normal","                    ",NA,Inf,"ARL","24E0465-04",NA,"24E0465"
"26","24E0465_BME0596-BLK1","5/23/2024 12:08","BME0596-BLK1",NA,NA,NA,"Water","MB","",NA,Inf,"ARL","BME0596-BLK1",NA,"24E0465"
"27","24E0465_BME0596-BLK2","5/23/2024 12:08","BME0596-BLK2",NA,NA,NA,"Water","MB","",NA,Inf,"ARL","BME0596-BLK2",NA,"24E0465"
"28","24E0465_BME0596-BLK3","5/23/2024 12:08","BME0596-BLK3",NA,NA,NA,"Water","MB","",NA,Inf,"ARL","BME0596-BLK3",NA,"24E0465"
"29","24E0465_BME0596-BLK4","5/23/2024 12:08","BME0596-BLK4",NA,NA,NA,"Water","MB","",NA,Inf,"ARL","BME0596-BLK4",NA,"24E0465"
"30","24E0465_BMF0011-BLK1","6/1/2024 10:32","BMF0011-BLK1",NA,NA,NA,"Water","MB","",NA,Inf,"ARL","BMF0011-BLK1",NA,"24E0465"
"31","24E0465_BMF0013-BLK1","6/1/2024 11:15","BMF0013-BLK1",NA,NA,NA,"Water","MB","",NA,Inf,"ARL","BMF0013-BLK1",NA,"24E0465"
"32","24E0465_BME0596-BS1","5/23/2024 12:08","BME0596-BS1",NA,NA,NA,"Water","LCS","",NA,Inf,"ARL","BME0596-BS1",NA,"24E0465"
"33","24E0465_BME0596-BS2","5/23/2024 12:08","BME0596-BS2",NA,NA,NA,"Water","LCS","",NA,Inf,"ARL","BME0596-BS2",NA,"24E0465"
"34","24E0465_BME0596-BS3","5/23/2024 12:08","BME0596-BS3",NA,NA,NA,"Water","LCS","",NA,Inf,"ARL","BME0596-BS3",NA,"24E0465"
"35","24E0465_BME0596-BS4","5/23/2024 12:08","BME0596-BS4",NA,NA,NA,"Water","LCS","",NA,Inf,"ARL","BME0596-BS4",NA,"24E0465"
"36","24E0465_BMF0011-BS1","6/1/2024 10:32","BMF0011-BS1",NA,NA,NA,"Water","LCS","",NA,Inf,"ARL","BMF0011-BS1",NA,"24E0465"
"37","24E0465_BMF0013-BS1","6/1/2024 11:15","BMF0013-BS1",NA,NA,NA,"Water","LCS","",NA,Inf,"ARL","BMF0013-BS1",NA,"24E0465"
"38","24E0465_24E0465-02","5/18/2024 15:12","AS-IN",NA,NA,NA,"Water","Normal",NA,NA,Inf,"ARL","24E0465-02",NA,"24-08648"
"39","24E0465_24E0465-01","5/18/2024 15:12","AS-IN",NA,NA,NA,"Water","Normal",NA,NA,Inf,"ARL","24E0465-01",NA,"24-08648"
"40","24E0465_24E0465-03","5/18/2024 15:21","AS-OUT",NA,NA,NA,"Water","Normal",NA,NA,Inf,"ARL","24E0465-03",NA,"24-08648"
"41","24E0465_24E0465-04","5/18/2024 15:21","AS-OUT",NA,NA,NA,"Water","Normal",NA,NA,Inf,"ARL","24E0465-04",NA,"24-08648"
"42","24E0465_BME0596-BLK1","5/23/2024 12:08","BME0596-BLK1",NA,NA,NA,"Water","MB",NA,NA,Inf,"ARL","BME0596-BLK1",NA,"24-08648"
"43","24E0465_BME0596-BLK2","5/23/2024 12:08","BME0596-BLK2",NA,NA,NA,"Water","MB",NA,NA,Inf,"ARL","BME0596-BLK2",NA,"24-08648"
"44","24E0465_BME0596-BLK3","5/23/2024 12:08","BME0596-BLK3",NA,NA,NA,"Water","MB",NA,NA,Inf,"ARL","BME0596-BLK3",NA,"24-08648"
"45","24E0465_BME0596-BLK4","5/23/2024 12:08","BME0596-BLK4",NA,NA,NA,"Water","MB",NA,NA,Inf,"ARL","BME0596-BLK4",NA,"24-08648"
"46","24E0465_BMF0011-BLK1","6/1/2024 10:32","BMF0011-BLK1",NA,NA,NA,"Water","MB",NA,NA,Inf,"ARL","BMF0011-BLK1",NA,"24-08648"
"47","24E0465_BMF0013-BLK1","6/1/2024 11:15","BMF0013-BLK1",NA,NA,NA,"Water","MB",NA,NA,Inf,"ARL","BMF0013-BLK1",NA,"24-08648"
"48","24E0465_BME0596-BS1","5/23/2024 12:08","BME0596-BS1",NA,NA,NA,"Water","LCS",NA,NA,Inf,"ARL","BME0596-BS1",NA,"24-08648"
"49","24E0465_BME0596-BS2","5/23/2024 12:08","BME0596-BS2",NA,NA,NA,"Water","LCS",NA,NA,Inf,"ARL","BME0596-BS2",NA,"24-08648"
"50","24E0465_BME0596-BS3","5/23/2024 12:08","BME0596-BS3",NA,NA,NA,"Water","LCS",NA,NA,Inf,"ARL","BME0596-BS3",NA,"24-08648"
"51","24E0465_BME0596-BS4","5/23/2024 12:08","BME0596-BS4",NA,NA,NA,"Water","LCS",NA,NA,Inf,"ARL","BME0596-BS4",NA,"24-08648"
"52","24E0465_BMF0011-BS1","6/1/2024 10:32","BMF0011-BS1",NA,NA,NA,"Water","LCS",NA,NA,Inf,"ARL","BMF0011-BS1",NA,"24-08648"
"53","24E0465_BMF0013-BS1","6/1/2024 11:15","BMF0013-BS1",NA,NA,NA,"Water","LCS",NA,NA,Inf,"ARL","BMF0013-BS1",NA,"24-08648"
