"","SampleCode","Sampled_Date_Time","Field_ID","Blank1","Depth","Blank2","Matrix_Type","Sample_Type","Parent_Sample","Blank3","SDG","Lab_Name","Lab_SampleID","Lab_Comments","Lab_Report_Number"
"1","L83834_L83834-1","7/8/2024 11:10","","",NA,"","Water","Normal","","","L83834","KCEL","L83834-1","","L83834"
"2","L83834_L83834-1","7/8/2024 11:10","","",NA,"","Water","Normal","","","L83834","KCEL","L83834-1","","L83834"
"3","L83834_L83834-2","7/8/2024 11:15","","",NA,"","Water","Normal","","","L83834","KCEL","L83834-2","","L83834"
"4","L83834_L83834-2","7/8/2024 11:15","","",NA,"","Water","Normal","","","L83834","KCEL","L83834-2","","L83834"
