"","SampleCode","Sampled_Date_Time","Field_ID","Blank1","Depth","Blank2","Matrix_Type","Sample_Type","Parent_Sample","Blank3","SDG","Lab_Name","Lab_SampleID","Lab_Comments","Lab_Report_Number"
"1","L83827_L83827-1","5/20/2024 13:30","","",NA,"","Water","Normal","","","L83827","KCEL","L83827-1","","L83827"
"2","L83827_L83827-1","5/20/2024 13:30","","",NA,"","Water","Normal","","","L83827","KCEL","L83827-1","","L83827"
