"","SampleCode","Sampled_Date_Time","Field_ID","Blank1","Depth","Blank2","Matrix_Type","Sample_Type","Parent_Sample","Blank3","SDG","Lab_Name","Lab_SampleID","Lab_Comments","Lab_Report_Number"
"1","L83832_L83832-1","6/24/2024 11:40","","",NA,"","Water","Normal","","","L83832","KCEL","L83832-1","","L83832"
"2","L83832_L83832-1","6/24/2024 11:40","","",NA,"","Water","Normal","","","L83832","KCEL","L83832-1","","L83832"
"3","L83832_L83832-2","6/24/2024 11:45","","",NA,"","Water","Normal","","","L83832","KCEL","L83832-2","","L83832"
"4","L83832_L83832-2","6/24/2024 11:45","","",NA,"","Water","Normal","","","L83832","KCEL","L83832-2","","L83832"
