"","SampleCode","Sampled_Date_Time","Field_ID","Blank1","Depth","Blank2","Matrix_Type","Sample_Type","Parent_Sample","Blank3","SDG","Lab_Name","Lab_SampleID","Lab_Comments","Lab_Report_Number"
"1","L83831_L83831-1","6/17/2024 13:50","","",NA,"","Water","Normal","","","L83831","KCEL","L83831-1","","L83831"
"2","L83831_L83831-1","6/17/2024 13:50","","",NA,"","Water","Normal","","","L83831","KCEL","L83831-1","","L83831"
